,scores
5874,-253.93529852566368
5875,-2.364482794547622
5876,-131.4182856252289
5877,-128.45495364834542
5878,-1.0959728427886746
5879,-260.4023028076866
5880,-1.3105177310619147
5881,-133.1778590049498
5882,-251.4729740277885
5883,-127.75454848497476
5884,-274.6720098804957
5885,-1.8641209853935599
5886,-260.7610568377677
5887,-136.02445311666023
5888,-294.89606031254505
5889,-279.11775414450744
5890,-261.10829929558565
5891,-348.53618025829843
5892,-0.873442895733278
5893,-391.51365615824113
5894,-326.63556139821463
5895,-263.22443783710514
5896,-129.42838581080613
5897,-129.26226588593906
5898,-245.6256476351546
5899,-396.1547493949119
5900,-0.9480502908449319
5901,-127.43064031488424
5902,-130.20762301124282
5903,-266.1849742426498
5904,-256.5191486285281
5905,-255.115159853588
5906,-0.9444235120478351
5907,-129.26031088145106
5908,-129.83938974125107
5909,-263.75609926561486
5910,-375.2956176387739
5911,-130.370583924956
5912,-247.53011230130923
5913,-127.50325744490385
5914,-131.99398397790887
5915,-253.6683283629025
5916,-251.7927040187079
5917,-130.80889520630885
5918,-128.03881284573032
5919,-132.66045173086593
5920,-129.14500522949396
5921,-257.94001536745344
5922,-264.0569047577865
5923,-128.2128290826018
5924,-300.786541828712
5925,-130.43418351549695
5926,-138.07677737058805
5927,-129.59536878671247
5928,-262.24942302934915
5929,-255.7491020916578
5930,-376.9341864910397
5931,-260.849435426444
5932,-0.7090558367432445
5933,-130.33893205737138
5934,-124.63319232265479
5935,-128.40379040448843
5936,-128.80474515316192
5937,-126.34462518399992
5938,-129.84173478004783
5939,-1.0225923003231594
5940,-249.65575797429995
5941,-487.35247296948444
5942,-125.20694666877475
5943,-263.0813389157693
5944,-122.68066949033286
5945,-251.85120738450576
5946,-258.6884997922669
5947,-130.4624960529267
5948,-129.84613971200818
5949,-440.4984641797013
5950,-372.9035088948384
5951,-247.5784972118634
5952,-126.23439609800435
5953,-130.5434596712578
5954,-128.16568623193675
5955,-130.52795110388783
5956,-129.0039722273061
5957,-253.3992373749665
5958,-128.82776511047607
5959,-245.7467980619532
5960,-125.93609721086338
5961,-369.70402440312967
5962,-0.7662499957673841
5963,-126.80732350908772
5964,-126.23776799216233
5965,-127.2967344605946
5966,-126.15072332188211
5967,-280.9914067061827
5968,-245.3364990780997
5969,-262.3366198163519
5970,-368.7914546838273
5971,-130.6067703003179
5972,-126.99301477349535
5973,-128.88610872288092
5974,-130.3004296717264
5975,-132.16355726026813
5976,-125.12024414608496
5977,-128.29788104660818
5978,-260.19830755688395
5979,-376.1634095650668
5980,-124.63919343245176
5981,-0.7141284219289202
5982,-0.6880422604392866
5983,-255.69548553723877
5984,-130.34098376303731
5985,-266.96882312153906
5986,-130.02004609535706
5987,-125.3167262697169
5988,-133.42086082317954
5989,-125.31299642646634
5990,-128.27945602562053
5991,-127.96697153617356
5992,-364.8078404304712
5993,-414.911501302005
5994,-0.9455487645925376
5995,-395.87872981967803
5996,-259.5383759927795
5997,-127.6744932441732
5998,-127.78614090495934
5999,-252.37270728585887
