,scores
2396,-1.0658345567694538
2397,-259.07094937004314
2398,-380.78390641222666
2399,-1.425668675297221
2400,-252.28464639328016
2401,-1.7896831221964742
2402,-124.3178361325406
2403,-123.3731826078492
2404,-0.5740821286924882
2405,-265.42936106174795
2406,-454.8365679339841
2407,-408.42598219782127
2408,-127.58135532625231
2409,-128.4334616940417
2410,-262.1245905468048
2411,-379.1757488505499
2412,-133.05082441007437
2413,-3.7984353315910133
2414,-129.37430832387776
2415,-127.5610211583794
2416,-384.8487656612328
2417,-131.28011512659984
2418,-127.33839296525922
2419,-250.9411859326756
2420,-419.39286236946106
2421,-0.5926094128499353
2422,-127.93595269724132
2423,-129.26357182827277
2424,-131.81973275979593
2425,-250.45936826810862
2426,-128.27166656453176
2427,-432.8945847119969
2428,-129.93119408986823
2429,-372.73520472130605
2430,-0.735977192072688
2431,-131.79951048848721
2432,-408.43730466228226
2433,-383.91581288010343
2434,-123.93688375560032
2435,-135.55034390618806
2436,-126.4870754004157
2437,-128.02683919395704
2438,-433.12225076701395
2439,-260.47277742804425
2440,-263.2567470144053
2441,-370.2452294349994
2442,-262.8170740471581
2443,-254.93292664006825
2444,-0.7273331520777092
2445,-1.3908325588236259
2446,-131.5468940948685
2447,-128.31538976084343
2448,-504.0427552785138
2449,-126.6360537302013
2450,-388.76254100736577
2451,-260.78237178165705
2452,-128.9838999628544
2453,-394.29700690746506
2454,-255.28286421839525
2455,-374.78289993908953
2456,-129.92418837796484
2457,-262.50401138190216
2458,-371.6293990386093
2459,-252.66051598981545
2460,-260.86913325729165
2461,-267.0252650485478
2462,-400.23457692875326
2463,-465.116937897211
2464,-262.1383374676093
2465,-132.81443784508397
2466,-0.857450964229128
2467,-129.3834920980333
2468,-388.41812965139314
2469,-4.320332126183351
2470,-129.66060389523847
2471,-386.6170904902042
2472,-130.4992194758888
2473,-132.50836866776348
2474,-261.6005808372954
2475,-128.9326345415153
2476,-262.1726678414688
2477,-262.67548148985776
2478,-252.5929873706661
2479,-261.6042489356904
2480,-130.61845784488386
2481,-397.883399984293
2482,-131.8167593747712
2483,-407.06713930833047
2484,-131.914188949483
2485,-0.6807599234412901
2486,-246.9258428354728
2487,-402.4987416918865
2488,-257.14772705491475
2489,-269.57364490861465
2490,-395.1313194339104
2491,-133.34821774822626
2492,-404.2437108866822
2493,-129.43611270888366
2494,-265.02003355712645
2495,-407.5192649374641
2496,-1.2164018972265407
2497,-261.8765028189772
2498,-126.24298429413886
2499,-380.5753327566856
2500,-398.0314998845998
2501,-261.2269347639827
2502,-255.78316325834643
2503,-258.09690525226205
2504,-130.82600503709466
2505,-127.96599680277505
2506,-265.42703425723505
2507,-132.96912873681705
2508,-127.19779126483415
2509,-368.5465007483761
2510,-517.5497751853952
2511,-394.18099512611496
2512,-131.5428811515228
2513,-127.79460237519406
2514,-253.11553587884998
2515,-383.08844211308565
2516,-255.2155496792784
2517,-129.98745895364465
2518,-469.79770948036605
2519,-131.5871290016299
2520,-133.18338146346147
2521,-127.84952140453743
2522,-128.98039527895853
2523,-373.59820388333486
2524,-262.90820243717667
2525,-265.50061294965474
2526,-133.8128339017071
2527,-262.39631435718934
2528,-129.51134359801327
2529,-128.59007927746921
2530,-130.4463186775745
2531,-263.6642698532358
2532,-373.27395543209565
2533,-384.73621376447977
2534,-308.7548430397134
2535,-132.51787624308713
2536,-125.79194382689991
2537,-126.40795290718194
2538,-382.8620249188404
2539,-0.7077716803042661
2540,-377.54207179055726
2541,-0.7233255005450826
2542,-486.3473457939391
2543,-130.41495366339518
2544,-2.6189163283689667
2545,-462.0103354384496
2546,-249.7392916304329
2547,-1.9594169556188084
2548,-129.78164709296027
2549,-264.7431534194136
2550,-251.00270807430658
2551,-132.19980210329373
2552,-126.86836255843518
2553,-488.04157014477204
2554,-0.5082907941274597
2555,-253.02983701884068
2556,-1.089055020000926
2557,-263.7268367903378
2558,-1.3980112246942042
2559,-129.11899277737066
2560,-260.97019081851994
2561,-384.8874128217205
2562,-129.73479778065308
2563,-131.24345072443123
2564,-258.29979069774504
2565,-129.01774249172308
2566,-253.02069202281584
2567,-256.7186531729156
2568,-373.8984245837337
2569,-127.41480042849209
2570,-256.86971902291134
2571,-265.2392125347277
2572,-387.8442758779716
2573,-132.92183973266515
2574,-127.8639155209012
2575,-395.77236051334165
2576,-130.57693649632964
2577,-251.82197549450518
2578,-255.59621621693083
2579,-129.5369896032438
2580,-262.81056770496235
2581,-265.8246912768573
2582,-133.1834949313563
2583,-367.85177233029566
2584,-129.77488553996216
2585,-130.82806038819166
2586,-297.837665519298
2587,-130.3711728502345
2588,-258.56635229451683
2589,-438.03389477307365
2590,-266.3151095335588
2591,-267.1433687159222
2592,-377.6121040683205
2593,-130.281739985155
2594,-364.2264139525338
2595,-132.7082183598798
2596,-1.6804158760422387
2597,-134.65787341379587
2598,-252.3390795217073
2599,-3.3379350728023582
2600,-127.98363199981304
2601,-130.35661574282335
2602,-383.0042522883499
2603,-127.77996580861104
2604,-264.19713193938145
2605,-2.987058226822582
2606,-440.385535327054
2607,-128.88852474217273
2608,-0.8631660716254372
2609,-0.8878077951960617
2610,-131.920330151112
2611,-262.2675740047387
2612,-128.2056872073947
2613,-258.472854281744
2614,-530.8303174293645
2615,-256.0098628089774
2616,-255.30301605726558
2617,-128.76298030736598
2618,-263.7307074172876
2619,-384.4395064551314
2620,-373.73622008138767
2621,-399.0618501202423
2622,-127.17345303970824
2623,-501.476703810754
2624,-129.52814829903983
2625,-132.37202486052908
2626,-130.63442658394268
2627,-372.1630908234008
2628,-130.35679784453575
2629,-0.9125664635116767
2630,-129.40254806972783
2631,-248.95200083508712
2632,-406.49289628254894
2633,-2.3439478426698432
2634,-129.06575368401906
2635,-371.0192763384689
2636,-125.29040808103221
2637,-130.14149219293049
2638,-259.74735402954707
2639,-129.33111563766568
2640,-128.53099904770062
2641,-0.481290184812064
2642,-124.89975502602047
2643,-1.0642524640922708
2644,-128.9758629961139
2645,-128.85632110833427
2646,-391.0388083990795
2647,-367.6500862394876
2648,-125.7570674783494
2649,-520.5100555723915
2650,-386.89780807786326
2651,-254.07398188197564
2652,-127.54926491901877
2653,-130.89463552839103
2654,-0.8838128437846504
2655,-258.23301737827364
2656,-262.45880660649203
2657,-397.7436487389801
2658,-489.3093628331652
2659,-266.83002912028235
2660,-261.5381621958558
2661,-347.94329633236794
2662,-534.3870217387928
2663,-248.95166031092253
2664,-130.19990134627986
2665,-131.96387843115727
2666,-130.36236976171733
2667,-254.07690263762638
2668,-129.947557558549
2669,-281.18508913249775
2670,-267.58158949573084
2671,-549.8153985307367
2672,-261.32713202508046
2673,-410.2763370459699
2674,-499.40736106090856
2675,-127.16753725819679
2676,-131.03793516574402
2677,-130.81939320095304
2678,-0.8231059604766776
2679,-263.42626040529206
2680,-391.70697115774055
2681,-379.88007139257803
2682,-400.3513990551316
2683,-404.8846136245315
2684,-256.2456322468624
2685,-454.88230735834895
2686,-126.82426176231525
2687,-127.9256233599624
2688,-0.5873076006532955
2689,-514.7852166223353
2690,-374.6189609430715
2691,-124.38065336266645
2692,-0.5391213331472966
2693,-259.5513028283109
2694,-128.23819914039004
2695,-129.1985542534079
2696,-398.0266668547849
2697,-276.8263552924019
2698,-128.02743701327202
2699,-127.04587381840813
2700,-132.42876092274324
2701,-129.91496109009086
2702,-413.7559368694878
2703,-129.02765325211564
2704,-388.2861372765327
2705,-253.97286096430548
2706,-267.84284595279
2707,-789.0763899177616
2708,-368.5629906198847
2709,-409.42168373148166
2710,-128.55220424494428
2711,-427.01718147254036
2712,-130.58301595892928
2713,-383.97476527541545
2714,-129.5072290969041
2715,-129.27644404621316
2716,-130.79077250452133
2717,-130.45681049562984
2718,-256.84014704962004
2719,-130.29248867591915
2720,-128.74631527807608
2721,-257.2976058687306
2722,-126.06309418471572
2723,-131.22020592920262
2724,-269.87751013595584
2725,-133.3915498364901
2726,-126.97251517072843
2727,-388.60295334923165
2728,-261.12814979163227
2729,-130.72474828980864
2730,-379.48161317501393
2731,-376.01948115176606
2732,-128.01353997856165
2733,-131.5019419426341
2734,-407.27358573833055
2735,-130.88582514118016
2736,-401.0442435563453
2737,-0.6742382533105119
2738,-364.8074481570183
2739,-129.8349343490285
2740,-1.749342342404829
2741,-261.2274204501019
2742,-129.8374598654137
2743,-378.52813936185305
2744,-130.1551827000635
2745,-373.2163636034473
2746,-2.0242417666029837
2747,-253.6442279603125
2748,-263.3497546187172
2749,-257.92677165638275
2750,-130.43999700934853
2751,-0.7776345674684816
2752,-1.2366002607540423
2753,-263.325134634482
2754,-483.5778674738628
2755,-131.07657300079643
2756,-256.3278035624088
2757,-266.01417873496695
2758,-282.91928906447794
2759,-0.6886618358727473
2760,-502.41060251858227
2761,-378.81909037861743
2762,-1.6700182899746556
2763,-3.1650029100846813
2764,-3.0151067357643644
2765,-131.0770148186896
2766,-129.63233167980465
2767,-129.86845660991696
2768,-130.40774845090527
2769,-565.1115470550448
2770,-395.92278905432244
2771,-259.22070886628165
2772,-391.97249016506413
2773,-130.1417862283936
2774,-381.10622143540996
2775,-268.12258781300017
2776,-264.49222901286095
2777,-132.19045287768174
2778,-257.35897414759677
2779,-130.88117921734045
2780,-128.60035051323715
2781,-0.616540571499749
2782,-128.40915575983482
2783,-392.0673860894477
2784,-242.83012728567945
2785,-1.277548654679927
2786,-269.8903970501916
2787,-128.36327197487
2788,-387.5168138677809
2789,-128.7558563545365
2790,-419.27269532029544
2791,-130.96540140424233
2792,-263.28073041989165
2793,-371.1624839398314
2794,-130.03862814057615
2795,-256.67274927752504
2796,-128.7845679396434
2797,-264.1167299260286
2798,-129.23395637690203
2799,-409.9227229487313
2800,-446.82585902367924
2801,-260.07889380250333
2802,-257.11774647114845
2803,-129.7528194192388
2804,-251.82096176014485
2805,-260.7633768482506
2806,-130.64231687475612
2807,-252.23445044940902
2808,-391.1093934811032
2809,-282.4031715513883
2810,-133.32043723873497
2811,-462.91842851598835
2812,-126.28728350912456
2813,-131.5011990315588
2814,-129.71520885629852
2815,-125.9321280613477
2816,-448.6552162209034
2817,-2.893358809712633
2818,-257.42852583575655
2819,-245.08694252231976
2820,-130.77401574136377
2821,-126.78821810303855
2822,-379.52657795820306
2823,-128.01258896085716
2824,-262.8963651190275
2825,-523.6253929465852
2826,-132.25948828582457
2827,-129.4376429487066
2828,-129.02905300372532
2829,-270.9501871349504
2830,-467.18689910492844
2831,-534.7234606462195
2832,-129.74329067721544
2833,-129.33124141158387
2834,-464.8890317885967
2835,-252.34838509233725
2836,-260.83409079393635
2837,-378.10808946026566
2838,-124.90303118013452
2839,-127.0122798191007
2840,-130.94068104901254
2841,-126.18586413611287
2842,-0.7294280485269967
2843,-262.5326706126193
2844,-126.80309056773162
2845,-259.10800237236356
2846,-371.9095781581966
2847,-127.45923744802066
2848,-360.53252701232856
2849,-127.20665165307807
2850,-132.91462683768842
2851,-129.917022894639
2852,-1.0517974066666003
2853,-257.9941884018285
2854,-452.39390761499436
2855,-372.21904293476496
2856,-403.44469945815644
2857,-127.53501247238273
2858,-129.3919843842595
2859,-3.3232389677327587
2860,-125.82650130242261
2861,-264.7733413536582
2862,-253.2069986177972
2863,-265.5371647136702
2864,-126.91030060170533
2865,-124.87933644881903
2866,-409.06535920111884
2867,-127.83103006111425
2868,-0.7212058817136168
2869,-275.00419804868733
2870,-262.17356361974447
2871,-246.70921337828224
2872,-252.54209704645737
2873,-128.60773789677125
2874,-257.8265117461461
2875,-127.14325962832778
2876,-131.56942676573254
2877,-259.32652088156425
2878,-0.5932353196347282
2879,-131.04208140094553
2880,-129.9079871374105
2881,-131.31706303635744
2882,-130.07713829490436
2883,-128.89223972878895
2884,-253.66520923042816
2885,-266.87265771915304
2886,-246.86761521127002
2887,-246.81108774852277
2888,-371.77000097510796
2889,-481.0586198723027
2890,-2.7091638699614875
2891,-127.99972846109718
2892,-254.26704192381592
2893,-131.94364993077252
2894,-1.3319391714334825
2895,-129.76459116569546
2896,-128.135278771682
2897,-130.61854749846339
2898,-129.24928483636296
2899,-127.69779279103952
2900,-259.8831053893592
2901,-129.35357202037315
2902,-293.32929226302844
2903,-127.07437324851544
2904,-130.43361856740808
2905,-129.21558385438743
2906,-131.05079699746645
2907,-258.55364187627356
2908,-266.50421364590494
2909,-383.7051894913264
2910,-122.95544347439235
2911,-127.30195286488848
2912,-267.5167879942198
2913,-243.7496295961635
2914,-128.35826966393824
2915,-3.7458322720126747
2916,-2.3280132023083078
2917,-0.9395762262939125
2918,-0.5119047891080124
2919,-128.9520653512882
2920,-458.2899669940238
2921,-258.87440483049653
2922,-133.91766848440068
2923,-263.13588939721666
2924,-485.1164606435118
2925,-0.6092874135221998
2926,-252.21237980670807
2927,-256.8807986205735
2928,-433.4309476050008
2929,-129.93288762303064
2930,-126.06415346279908
2931,-379.2323895763192
2932,-368.16971268923675
2933,-127.34081762761934
2934,-286.51583930946686
2935,-378.07711097774546
2936,-1.2450763089998447
2937,-130.78135835651221
2938,-128.45615609536566
2939,-372.1200356776932
2940,-130.24374980060574
2941,-130.39212787975362
2942,-130.82650849564436
2943,-127.67057159210572
2944,-409.40985114305585
2945,-129.23974063407505
2946,-128.51431230588545
2947,-130.34633271405522
2948,-126.94619090650828
2949,-128.626801019248
2950,-255.11011229486573
2951,-370.362548959967
2952,-409.8413601086706
2953,-253.54400847600098
2954,-255.5861962212975
2955,-125.9868539906042
2956,-410.26239433151284
2957,-726.3526382714366
2958,-384.96343269718625
2959,-1.7203363814674357
2960,-127.02725203800722
2961,-131.42646188008473
2962,-401.22945405905386
2963,-259.7705266762911
2964,-125.47170103884002
2965,-127.57569117358882
2966,-251.6333558686296
2967,-0.7407019262561148
2968,-375.94862874396534
2969,-129.46045505477588
2970,-130.11138807870609
2971,-246.7177519290634
2972,-292.4303209480479
2973,-255.2297823807938
2974,-134.22812891377828
2975,-251.0343237009849
2976,-129.08212436579507
2977,-498.322829678323
2978,-257.4009345783009
2979,-375.8772887822286
2980,-126.646070530332
2981,-262.80807330425756
2982,-257.65551251190635
2983,-263.88735237461526
2984,-366.22868610064256
2985,-1.4347840911197927
2986,-128.79538428282262
2987,-249.35042520081637
2988,-128.4940322060616
2989,-255.29894944221934
2990,-0.5875485787286409
2991,-125.35305433080941
2992,-260.07362486135753
2993,-127.41795479379427
2994,-265.39502020611286
2995,-353.58333778657067
2996,-409.60140331392364
2997,-126.31921526143512
2998,-388.5760383055974
2999,-260.11928753031077
3000,-129.54814395832796
3001,-129.4858363397336
3002,-259.0764441052379
3003,-129.67196978964273
3004,-463.50813656652997
3005,-374.3668549892533
3006,-262.16182652102697
3007,-130.06739101421226
3008,-128.12718798728793
3009,-263.66608921605786
3010,-249.78499553277055
3011,-0.5557453500134087
3012,-255.38243504377868
3013,-129.3577015261421
3014,-125.83000990876647
3015,-131.96345450622476
3016,-127.17307420217831
3017,-126.92536331825387
3018,-0.8389575048757677
3019,-125.01532142245553
3020,-262.5290123552054
3021,-130.10516600799704
3022,-379.14688830798974
3023,-0.5839905749272574
3024,-131.1006336403714
3025,-128.05962271875978
3026,-255.1149134349949
3027,-373.1439286921117
3028,-266.58066032578324
3029,-130.24158508985832
3030,-258.6198275626239
3031,-249.124323168758
3032,-2.3739209867009845
3033,-0.7648289007733429
3034,-246.75430970045704
3035,-128.59507899641073
3036,-405.38694429238694
3037,-1.139933557234214
3038,-126.86904552324746
3039,-131.11780656358548
3040,-1.1630704905094342
3041,-129.80602030844955
3042,-0.6226408413206707
3043,-264.004891375592
3044,-379.78411142570826
3045,-264.0040737309284
3046,-129.6805844048244
3047,-0.6023737948542656
3048,-244.42671326338242
3049,-129.4030510082644
3050,-128.103297067525
3051,-130.9701601746793
3052,-127.5297383804147
3053,-130.061019792566
3054,-255.0940227893225
3055,-128.16481428357568
3056,-254.55729604602348
3057,-127.6343265170789
3058,-133.55885797062342
3059,-257.3658240072316
3060,-373.23610092002184
3061,-128.7178914563672
3062,-259.14517862743537
3063,-0.8485630051891004
3064,-130.7826895808978
3065,-261.609247356543
3066,-127.44222670628577
3067,-365.3123103975986
3068,-491.49962761529116
3069,-127.44086978492942
3070,-253.18927512742468
3071,-126.9933487899813
3072,-127.93359532411782
3073,-128.28449821781484
3074,-128.09946945720063
3075,-0.5234359708978215
3076,-0.7894438115221523
3077,-132.4733415789726
3078,-277.12348078804365
3079,-410.9556092415122
3080,-131.69359871095432
3081,-253.74899062175962
3082,-125.45523353565942
3083,-247.42637784908442
3084,-126.7775467389933
3085,-131.14134031449433
3086,-261.34903059066386
3087,-252.29908992771178
3088,-127.91416337609853
3089,-260.9966532086366
3090,-270.16499849886054
3091,-364.7823364481828
3092,-259.04599506722377
3093,-1.1833302353288786
3094,-370.547515538462
3095,-127.03030140635987
3096,-436.235171136986
3097,-252.80998073594037
3098,-0.5289670942653076
3099,-3.40734328987423
3100,-262.0534313325241
3101,-255.06464181466305
3102,-373.5223606637228
3103,-0.7914296314345489
3104,-130.08809373512167
3105,-129.41486885563893
3106,-1.2505592660709821
3107,-125.41235154325653
3108,-129.8029681452662
3109,-1.426144080692607
3110,-267.61077234680806
3111,-1.834117042763001
3112,-255.41433752415276
3113,-0.7048931644690041
3114,-129.98339558426673
3115,-378.5358077291615
3116,-132.94409845734222
3117,-270.262463886588
3118,-250.81146069743747
3119,-128.83854220281344
3120,-251.88187662139688
3121,-366.8572586259376
3122,-130.97832210176153
3123,-378.47355224359603
3124,-130.44210192202146
3125,-247.65613968346148
3126,-438.21609291154624
3127,-370.0064844944894
3128,-126.58925291812687
3129,-0.5313966088554012
3130,-128.61961901761063
3131,-132.223905095795
3132,-131.44654688577384
3133,-125.81919030252521
3134,-277.52424692275554
3135,-130.1563088129714
3136,-420.9825619456004
3137,-406.4056827030582
3138,-361.4957132908427
3139,-0.6283607264625138
3140,-127.98690585427818
3141,-641.2446107928383
3142,-125.5909051418764
3143,-1.3898057212842003
3144,-129.85913839391338
3145,-128.06344753494093
3146,-272.23486644924594
3147,-130.30282342242134
3148,-388.0491539250746
3149,-389.9200096693015
3150,-124.77203278454344
3151,-382.9257395124702
3152,-528.0550874088467
3153,-129.15011546723107
3154,-0.8393782037533057
3155,-254.2927405166263
3156,-1.9386643510073371
3157,-409.11474942038535
3158,-262.84456967122134
3159,-257.6297175221673
3160,-126.36719928402198
3161,-129.3762222448047
3162,-128.70439609096616
3163,-128.411331058927
3164,-259.9802448692093
3165,-126.58334379465755
3166,-376.0038232596727
3167,-247.23044938166277
3168,-258.2100271650659
3169,-532.0823377679034
3170,-256.18677465995825
3171,-130.55752825609196
3172,-130.94565619292766
3173,-130.3405513454946
3174,-411.6884303086251
3175,-1.344437973934452
3176,-242.41877991540298
3177,-507.9459970626598
3178,-129.81768592077367
3179,-258.01823201846497
3180,-127.16462960380274
3181,-128.38651206021274
3182,-128.61064399077813
3183,-130.66169283343538
3184,-249.4587517174654
3185,-261.9356929146447
3186,-1.0073018292804743
3187,-132.1193322337396
3188,-0.7189504616534084
3189,-0.6265425723532699
3190,-253.56758840137505
3191,-129.24799450703554
3192,-252.93515205521052
3193,-264.609569873853
3194,-132.50896387658628
3195,-135.85801954032527
3196,-259.6525446039839
3197,-126.5523564174432
3198,-125.56764550232411
3199,-125.33297122218012
3200,-127.99831940643949
3201,-251.2679580158517
3202,-130.41158650088792
3203,-130.82216238788172
3204,-130.22406350585365
3205,-474.3217278847421
3206,-0.6376082032882012
3207,-127.6436400843346
3208,-1.0738426995418722
3209,-259.71862496371006
3210,-414.7377377673476
3211,-128.97353596108425
3212,-265.24724623999657
3213,-132.2582435626909
3214,-126.27438170638032
3215,-252.26545078675704
3216,-129.60536248171698
3217,-130.7918155565546
3218,-262.3400722645393
3219,-129.19433746961286
3220,-129.44240070562716
3221,-131.4062268292669
3222,-422.82206355743716
3223,-369.28173429318014
3224,-2.3866599489028077
3225,-490.17350577808133
3226,-2.411890285554189
3227,-127.15597281359558
3228,-131.33241577065186
3229,-261.0847772573144
3230,-127.02369280185263
3231,-499.5019539627496
3232,-0.8128904215432342
3233,-297.4975876209327
3234,-252.8719772003069
3235,-2.2229496798605144
3236,-404.59857752366474
3237,-128.50935912559893
3238,-383.632245549163
3239,-397.01210183323593
3240,-128.97824012146927
3241,-0.4524929242606709
3242,-253.29470104017204
3243,-392.6081714497186
3244,-2.903056695827348
3245,-0.6386706703369738
3246,-244.86999847980928
3247,-127.51456788014912
3248,-374.0306471995725
3249,-0.8900662177692089
3250,-403.57987417450886
3251,-128.67052166688813
3252,-128.470968865181
3253,-264.75720099253743
3254,-391.9588710363672
3255,-271.2358368549951
3256,-253.3773843765789
3257,-375.3393982342735
3258,-123.62597575634628
3259,-396.6878848367756
3260,-131.02412324992778
3261,-1.0003750917806826
3262,-511.48699182085187
3263,-364.70021704073656
3264,-248.99907023863545
3265,-0.47890042497805274
3266,-0.982533394154203
3267,-3.038201258350987
3268,-251.28446937583857
3269,-392.45342262783333
3270,-399.14766746908924
3271,-125.32123142412088
3272,-259.1499447341162
3273,-127.14747181134689
3274,-256.31548820823605
3275,-393.1195166825704
3276,-129.2588401086476
3277,-129.9414199008412
3278,-129.00992127785446
3279,-249.35943452161578
3280,-257.4840300769891
3281,-542.1221187344383
3282,-127.375127575603
3283,-458.20048232888433
3284,-396.9712903137129
3285,-127.51108987418253
3286,-125.61130354294625
3287,-468.7774422245627
3288,-412.4523962474887
3289,-135.25072231966976
3290,-130.78074895132752
3291,-1.2389306019650626
3292,-1.6474061501099269
3293,-324.0037011633539
3294,-1.0475866345931442
3295,-129.01864722055504
3296,-130.9901727126119
3297,-130.8388816753139
3298,-130.45259158537945
3299,-129.1328452856393
3300,-492.53783798511995
3301,-128.83711080192478
3302,-250.17561741411535
3303,-257.2028174291781
3304,-0.711711774858211
3305,-127.74216630924684
3306,-128.6637613666103
3307,-271.6162298378355
3308,-263.1057930016778
3309,-265.47553998584937
3310,-130.02802257360062
3311,-428.3362055848568
3312,-0.58764045735276
3313,-241.2409276483194
3314,-2.0184095228343946
3315,-1.0603814378268583
3316,-130.51452868065877
3317,-257.0840568751312
3318,-376.9249548025671
3319,-0.6259962025496628
3320,-257.27200790185066
3321,-130.87020521122247
3322,-127.91114091900022
3323,-258.41832954114597
3324,-0.5316412355309659
3325,-381.2794224017631
3326,-1.6297401128610383
3327,-129.69050834032313
3328,-126.27727876506155
3329,-1.287954287335831
3330,-256.72945658618704
3331,-128.49753821947402
3332,-126.30000338686418
3333,-1.1315485459271903
3334,-127.96408381435661
3335,-267.35858956171006
3336,-130.87574858794235
3337,-255.14174845356845
3338,-131.1606275905132
3339,-419.3150256258191
3340,-0.6732945115869876
3341,-257.02622660127804
3342,-257.48699879508797
3343,-249.9392891963996
3344,-383.0441081500008
3345,-0.4966160516772704
3346,-1.2698107435778434
3347,-127.74511965220289
3348,-0.5730638432633118
3349,-134.82076925468667
3350,-255.21691282365327
3351,-124.18512882869287
3352,-129.04486730015154
3353,-130.2579523407223
3354,-265.5577922348566
3355,-262.14184904385877
3356,-1.2792435559027975
3357,-128.2472910530098
3358,-2.9714192492367135
3359,-592.4330937019627
3360,-127.29504997304716
3361,-262.13127055669077
3362,-504.0380945352063
3363,-269.0047499426428
3364,-534.3820255482591
3365,-3.448579132418396
3366,-129.61525143253766
3367,-127.02460608561537
3368,-262.67241302996234
3369,-241.99387057209205
3370,-127.08312094819469
3371,-0.6217135163400356
3372,-367.9777321834745
3373,-263.69683226506845
3374,-380.9497671856512
3375,-0.9612769016222239
3376,-245.00607965355672
3377,-130.71892265037093
3378,-274.94702028431715
3379,-385.2019224904751
3380,-255.05081236092929
3381,-378.0758433465607
3382,-130.2317247164514
3383,-130.78400959211504
3384,-395.0482773532703
3385,-1.1688721284645758
3386,-128.76795597582188
3387,-128.5554330778366
3388,-132.25309026702647
3389,-373.7969783767755
3390,-131.7852060765692
3391,-131.44002901919092
3392,-258.9328283516045
3393,-0.8637673197107335
3394,-3.1341396330243945
3395,-1.3441061968425025
3396,-126.18154177760668
3397,-262.9116055132565
3398,-379.00630256821887
3399,-0.6830453333701876
3400,-129.93742144503656
3401,-127.79770649799806
3402,-260.8009909273294
3403,-367.20640584647106
3404,-129.88716003183123
3405,-260.38898706652424
3406,-124.77990150730442
3407,-372.63519235625455
3408,-301.04540139912433
3409,-128.76130827971917
3410,-129.14279874912168
3411,-130.5369232945894
3412,-259.7917833153531
3413,-379.8740649704482
3414,-127.74731744550787
3415,-258.6043170159398
3416,-2.482403679719575
3417,-443.4864809387563
3418,-128.33092811015783
3419,-270.2099698668226
3420,-126.65934159013047
3421,-124.16686729751268
3422,-129.3802006976958
3423,-126.10509857985231
3424,-1.0257916247706895
3425,-0.47966869932684136
3426,-128.454886947922
3427,-128.48662411303508
3428,-259.87400869552374
3429,-129.3924776501416
3430,-128.09883395549136
3431,-264.68958882825757
3432,-130.91900714799309
3433,-0.5713304958163968
3434,-257.19204420865685
3435,-390.0785267632484
3436,-254.27541662616017
3437,-271.4440536983894
3438,-130.61853031310676
3439,-129.45276423435772
3440,-127.50211936506155
3441,-125.66376889782865
3442,-261.0660338672252
3443,-267.5851290982896
3444,-128.923182970072
3445,-128.88013619542886
3446,-0.863455209199602
3447,-130.9739854233461
3448,-259.8429925848375
3449,-127.37518247559494
3450,-252.93276269569634
3451,-131.27836801610803
3452,-127.6016170519953
3453,-260.6340255606726
3454,-128.86938408210193
3455,-0.6952325666167628
3456,-0.6424090003216567
3457,-127.96097063529993
3458,-128.1006299476655
3459,-0.4775775444475156
3460,-129.44579038495806
3461,-131.45386077068122
3462,-262.20648773519497
3463,-3.107205707308614
3464,-128.65296258750854
3465,-251.46696136210667
3466,-133.65270811440718
3467,-239.79158105161392
3468,-0.7463574421584229
3469,-127.93331417627654
3470,-127.74589494987094
3471,-261.21616643676794
3472,-128.47965954781816
3473,-245.03693208572847
3474,-1.067155138851058
3475,-368.6050156713957
3476,-387.75620620257206
3477,-249.65903817831585
3478,-129.70994759003923
3479,-404.21292384963516
3480,-250.6813283671902
3481,-247.95636989569297
3482,-1.866783151639876
3483,-0.6466814803871291
3484,-125.42173180052681
3485,-372.60319507920843
3486,-129.1616973479263
3487,-392.2407831815813
3488,-377.29012739813885
3489,-134.73487304605203
3490,-130.61323955081286
3491,-247.35356290308266
3492,-261.42773268249636
3493,-265.0392704075976
3494,-410.98318015834155
3495,-129.74428377161587
3496,-256.7150773236426
3497,-125.29913661604004
3498,-401.01624537967007
3499,-130.74104543713565
3500,-261.16962422938354
3501,-125.14430132614292
3502,-1.3104459392064514
3503,-371.61946686094365
3504,-128.73525155171265
3505,-374.6537313655974
3506,-255.42996800520137
3507,-131.64317213009053
3508,-127.21931974087632
3509,-464.93051916029555
3510,-129.35600515445046
3511,-269.0052107631642
3512,-134.03925147133597
3513,-131.3335064719789
3514,-383.3556035670646
3515,-252.35711814473657
3516,-133.14228621659265
3517,-129.71251376079147
3518,-256.7879764218519
3519,-127.25430100853889
3520,-0.7169300736648505
3521,-1.0032064195814638
3522,-0.5003381920574156
3523,-129.9323674402707
3524,-501.927298802427
3525,-132.93095368228137
3526,-277.86193920620036
3527,-370.28974498157453
3528,-128.04857026257545
3529,-261.0105721244293
3530,-487.70416292759086
3531,-130.38940838219952
3532,-0.5762766873895263
3533,-131.04677396911893
3534,-128.65272586438417
3535,-0.7512819058488945
3536,-2.261113644733725
3537,-368.6008580026295
3538,-130.21535299985715
3539,-369.69807306370865
3540,-132.6484869266938
3541,-128.05811463918468
3542,-404.038915760498
3543,-383.4451036241162
3544,-258.5572258923081
3545,-244.07279245672476
3546,-126.58912112886232
3547,-131.30426456062938
3548,-263.24472544829143
3549,-379.7062425450006
3550,-128.52817515584036
3551,-124.79902164503683
3552,-129.1629394907482
3553,-381.0984684673391
3554,-261.47997698210446
